,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,DOB,GENDER,ID,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE
416,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,20,13,0,left,R
417,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,21,13,1,left,R
418,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,22,14,0,left,R
419,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,23,15,0,right,G
420,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,24,15,1,right,G
421,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,0,0,0,left,G
422,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,1,0,1,left,B
423,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,2,1,0,left,R
424,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,3,1,1,left,G
425,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,4,2,0,left,R
426,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,5,2,1,left,G
427,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,6,3,0,right,R
428,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,7,3,1,right,G
429,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,8,4,0,right,R
430,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,9,5,0,left,B
431,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,10,5,1,left,B
432,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,11,6,0,left,G
433,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,12,6,1,left,B
434,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,13,7,0,right,R
435,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,14,7,1,right,G
436,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,15,8,0,left,G
437,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,16,8,1,left,B
438,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,17,9,0,left,R
439,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,18,9,1,left,R
440,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,19,10,0,left,R
441,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,20,10,1,left,G
442,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,21,11,0,right,B
443,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,22,11,1,right,B
444,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,23,12,0,right,G
445,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,24,12,1,right,B
446,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,25,13,0,right,R
447,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,26,13,1,right,B
448,5.136,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ","GB/, RG/, RG/, /RG, /R, BB/, GB/, /RG, GB/, RR/, RG/, /BB, /GB, /RB, B/",3/18/14,MALE,26.0,27,14,0,left,B
449,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,0,0,0,left,R
450,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,1,1,0,left,R
451,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,2,1,0,right,G
452,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,3,2,0,left,R
453,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,4,3,0,left,R
454,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,5,3,0,right,G
455,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,6,4,0,left,R
456,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,7,5,0,right,G
457,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,8,6,0,left,R
458,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,9,7,0,right,G
459,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,10,8,0,left,R
460,5.09,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /GRc, R/, /GRc, R/, /G, R/, /G, R/, /G ",4/4/14,FEMALE,27.0,11,9,0,right,G
461,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,0,0,0,left,G
462,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,1,1,0,right,R
463,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,2,1,1,right,R
464,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,3,2,0,left,G
465,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,4,3,0,right,R
466,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,5,3,1,right,R
467,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,6,4,0,left,G
468,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,7,5,0,right,R
469,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,8,5,1,right,R
470,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,9,6,0,left,G
471,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,10,7,0,right,R
472,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,11,7,1,right,R
473,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,12,8,0,left,G
474,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,13,9,0,right,R
475,5.09,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","G/, /RR, G/, /RR, G/, /RR, G/, /RR, G/, /RR",4/4/14,FEMALE,27.0,14,9,1,right,R
476,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,0,0,0,left,R
477,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,1,0,1,left,B
478,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,2,1,0,right,G
479,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,3,1,1,right,B
480,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,4,2,0,left,R
481,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,5,2,1,left,B
482,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,6,3,0,right,G
483,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,7,3,1,right,B
484,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,8,4,0,left,R
485,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,9,4,1,left,B
486,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,10,5,0,right,G
487,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,11,5,1,right,B
488,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,12,5,2,right,B
489,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,13,6,0,left,R
490,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,14,6,1,left,B
491,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,15,7,0,right,G
492,5.09,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GBB, RB/, /GB",4/4/14,FEMALE,27.0,16,7,1,right,B
493,4.038,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, R/",4/23/15,FEMALE,28.0,0,0,0,left,R
494,4.038,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, R/",4/23/15,FEMALE,28.0,1,1,0,left,R
495,4.038,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, G/, /R, G/",4/23/15,FEMALE,28.0,0,0,0,right,R
496,4.038,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, G/, /R, G/",4/23/15,FEMALE,28.0,1,1,0,left,G
497,4.038,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, G/, /R, G/",4/23/15,FEMALE,28.0,2,2,0,right,R
498,4.038,DOUBLE,"G/, /RR, G/, /RR, G/, /RR, G/, /RR","/R, G/, /R, G/",4/23/15,FEMALE,28.0,3,3,0,left,G
499,4.038,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, B/",4/23/15,FEMALE,28.0,0,0,0,left,R
500,4.038,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, B/",4/23/15,FEMALE,28.0,1,0,1,left,B
501,4.038,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, B/",4/23/15,FEMALE,28.0,2,1,0,left,B
502,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,0,0,0,left,R
503,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,1,1,0,right,G
504,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,2,2,0,left,R
505,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,3,3,0,left,R
506,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,4,4,0,right,G
507,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,5,5,0,left,R
508,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,6,6,0,right,G
509,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,7,7,0,right,G
510,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,8,8,0,right,R
511,3.247,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, /Rc, R/, /G, R/, /G, /G, /R, /G",2/6/16,FEMALE,29.0,9,9,0,right,G
512,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,0,0,0,left,R
513,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,1,0,0,right,G
514,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,2,0,1,right,G
515,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,3,1,0,left,R
516,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,4,1,1,left,R
517,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,5,2,0,left,R
518,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,6,2,1,left,G
519,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,7,3,0,right,G
520,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,8,4,0,right,G
521,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,9,5,0,right,G
522,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,10,5,1,right,G
523,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,11,6,0,left,R
524,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,12,6,1,left,R
525,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,13,6,0,right,G
526,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,14,7,0,left,R
527,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,15,7,0,right,G
528,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,16,8,0,left,R
529,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,17,8,0,right,G
530,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,18,9,0,left,R
531,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,19,9,0,right,G
532,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,20,10,0,left,R
533,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,21,10,0,right,G
534,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,22,11,0,right,R
535,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,23,12,0,right,G
536,3.247,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","mR/GG, RR/, mRG/, /G, /G, /GG, mRR/G, mR/G, mR/G,  mR/G, mR/G, /R, /G, mR/",2/6/16,FEMALE,29.0,24,13,0,left,R
537,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,0,0,0,right,R
538,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,1,1,0,left,G
539,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,2,2,0,right,R
540,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,3,3,0,left,G
541,4.914,SORT,"/R, G/, /R, G/, /R, G/, /R, G/","/R, G/, Rcb/, G/, /R, G/, /R, G/, /R",6/7/14,FEMALE,30.0,4,4,0,right,R
