,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,KNOWERLEV,GENDER,ID,PASS_SORT,PASS_DOUBLE,PASS_HITCH,PASS_SORT_1,PASS_DOUBLE_1,PASS_HITCH_1,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE
1349,,double,,,,,163.0,,,,,,,8,6,0,right,blue
1350,,double,,,,,163.0,,,,,,,9,6,1,right,blue
1351,,double,,,,,163.0,,,,,,,10,7,0,left,red
1352,,double,,,,,163.0,,,,,,,11,8,0,right,blue
1353,,double,,,,,163.0,,,,,,,12,8,1,right,blue
1354,,double,,,,,163.0,,,,,,,13,9,0,left,red
1355,,double,,,,,163.0,,,,,,,14,10,0,right,blue
1356,,double,,,,,163.0,,,,,,,15,10,1,right,blue
1357,,double,,,,,163.0,,,,,,,16,11,0,left,red
1358,,double,,,,,163.0,,,,,,,17,12,0,right,blue
1359,,double,,,,,163.0,,,,,,,18,13,0,right,blue
1360,,double,,,,,163.0,,,,,,,19,14,0,left,red
1361,,double,,,,,163.0,,,,,,,20,15,0,right,blue
1362,,double,,,,,163.0,,,,,,,21,15,1,right,blue
1363,,hitch,,,,,163.0,,,,,,,1,1,0,right,blue
1364,,hitch,,,,,163.0,,,,,,,2,1,1,right,black
1365,,hitch,,,,,163.0,,,,,,,3,2,0,left,red
1366,,hitch,,,,,163.0,,,,,,,4,2,1,left,black
1367,,hitch,,,,,163.0,,,,,,,5,3,0,right,blue
1368,,hitch,,,,,163.0,,,,,,,6,3,1,right,black
1369,,hitch,,,,,163.0,,,,,,,7,4,0,left,red
1370,,hitch,,,,,163.0,,,,,,,8,4,1,left,black
1371,,hitch,,,,,163.0,,,,,,,9,5,0,right,blue
1372,,hitch,,,,,163.0,,,,,,,10,5,1,right,black
1373,,hitch,,,,,163.0,,,,,,,11,6,0,left,red
1374,,hitch,,,,,163.0,,,,,,,12,6,1,left,black
1375,,hitch,,,,,163.0,,,,,,,13,7,0,right,blue
1376,,hitch,,,,,163.0,,,,,,,14,7,1,right,black
1377,,hitch,,,,,163.0,,,,,,,15,8,0,left,red
1378,,hitch,,,,,163.0,,,,,,,16,8,1,left,black
1379,,sort,,,,,164.0,,,,,,,1,1,0,right,blue
1380,,sort,,,,,164.0,,,,,,,2,2,0,left,red
1381,,sort,,,,,164.0,,,,,,,3,3,0,left,red
1382,,sort,,,,,164.0,,,,,,,4,4,0,right,blue
1383,,sort,,,,,164.0,,,,,,,5,5,0,right,blue
1384,,sort,,,,,164.0,,,,,,,6,6,0,right,blue
1385,,sort,,,,,164.0,,,,,,,7,7,0,right,blue
1386,,sort,,,,,164.0,,,,,,,8,8,0,left,red
1387,,sort,,,,,164.0,,,,,,,9,9,0,left,blue
1388,,sort,,,,,164.0,,,,,,,10,10,0,right,blue
1389,,sort,,,,,164.0,,,,,,,11,11,0,right,blue
1390,,sort,,,,,164.0,,,,,,,12,12,0,right,blue
1391,,sort,,,,,164.0,,,,,,,13,13,0,right,blue
1392,,sort,,,,,164.0,,,,,,,14,14,0,left,red
1393,,sort,,,,,164.0,,,,,,,15,15,0,left,red
1394,,double,,,,,164.0,,,,,,,1,1,0,right,blue
1395,,double,,,,,164.0,,,,,,,2,2,0,left,red
1396,,double,,,,,164.0,,,,,,,3,3,0,left,red
1397,,double,,,,,164.0,,,,,,,4,4,0,left,red
1398,,double,,,,,164.0,,,,,,,5,5,0,left,red
1399,,double,,,,,164.0,,,,,,,6,6,0,left,red
1400,,double,,,,,164.0,,,,,,,7,7,0,right,blue
1401,,double,,,,,164.0,,,,,,,8,8,0,right,blue
1402,,double,,,,,164.0,,,,,,,9,9,0,right,blue
1403,,double,,,,,164.0,,,,,,,10,10,0,left,red
1404,,double,,,,,164.0,,,,,,,11,11,0,left,red
1405,,double,,,,,164.0,,,,,,,12,12,0,left,red
1406,,double,,,,,164.0,,,,,,,13,13,0,right,blue
1407,,double,,,,,164.0,,,,,,,14,14,0,left,red
1408,,double,,,,,164.0,,,,,,,15,15,0,left,red
1409,,double,,,,,164.0,,,,,,,16,16,0,right,blue
1410,,double,,,,,164.0,,,,,,,17,17,0,right,blue
1411,,double,,,,,164.0,,,,,,,18,18,0,left,red
1412,,double,,,,,164.0,,,,,,,19,19,0,right,blue
1413,,hitch,,,,,164.0,,,,,,,1,1,0,right,blue
1414,,hitch,,,,,164.0,,,,,,,2,1,1,right,black
1415,,hitch,,,,,164.0,,,,,,,3,2,0,right,blue
1416,,hitch,,,,,164.0,,,,,,,4,2,1,right,black
1417,,hitch,,,,,164.0,,,,,,,5,3,0,right,blue
1418,,hitch,,,,,164.0,,,,,,,6,3,1,right,black
1419,,hitch,,,,,164.0,,,,,,,7,4,0,left,red
1420,,hitch,,,,,164.0,,,,,,,8,4,1,left,black
1421,,hitch,,,,,164.0,,,,,,,9,5,0,right,blue
1422,,hitch,,,,,164.0,,,,,,,10,5,1,right,black
1423,,hitch,,,,,164.0,,,,,,,11,6,0,left,red
1424,,hitch,,,,,164.0,,,,,,,12,6,1,left,black
1425,,hitch,,,,,164.0,,,,,,,13,7,0,left,red
1426,,hitch,,,,,164.0,,,,,,,14,7,1,left,black
1427,,hitch,,,,,164.0,,,,,,,15,8,0,right,blue
1428,,hitch,,,,,164.0,,,,,,,16,8,1,right,black
1429,,hitch,,,,,164.0,,,,,,,17,9,0,right,blue
1430,,hitch,,,,,164.0,,,,,,,18,9,1,right,black
1431,,hitch,,,,,164.0,,,,,,,19,10,0,left,red
1432,,hitch,,,,,164.0,,,,,,,20,10,1,left,black
1433,,randomsort,,,,,171.0,,,,,,,1,1,0,right,red
1434,,randomsort,,,,,171.0,,,,,,,2,2,0,right,red
1435,,randomsort,,,,,171.0,,,,,,,3,3,0,left,red
1436,,randomsort,,,,,171.0,,,,,,,4,4,0,left,red
1437,,randomsort,,,,,171.0,,,,,,,5,5,0,left,red
1438,,randomsort,,,,,171.0,,,,,,,6,6,0,left,red
1439,,randomsort,,,,,171.0,,,,,,,7,7,0,left,red
1440,,randomsort,,,,,171.0,,,,,,,8,8,0,left,blue
1441,,randomsort,,,,,171.0,,,,,,,9,9,0,left,red
1442,,randomsort,,,,,171.0,,,,,,,10,10,0,left,blue
1443,,randomsort,,,,,171.0,,,,,,,11,11,0,left,blue
1444,,randomsort,,,,,171.0,,,,,,,12,12,0,left,red
1445,,sort,,,,,171.0,,,,,,,1,1,0,left,red
1446,,sort,,,,,171.0,,,,,,,2,2,0,right,blue
1447,,sort,,,,,171.0,,,,,,,3,3,0,right,blue
1448,,sort,,,,,171.0,,,,,,,4,4,0,left,red
1449,,sort,,,,,171.0,,,,,,,5,5,0,left,red
1450,,sort,,,,,171.0,,,,,,,6,6,0,right,blue
1451,,sort,,,,,171.0,,,,,,,7,7,0,left,red
1452,,sort,,,,,171.0,,,,,,,8,8,0,right,blue
1453,,sort,,,,,171.0,,,,,,,9,9,0,left,red
1454,,sort,,,,,171.0,,,,,,,10,10,0,right,blue
1455,,sort,,,,,171.0,,,,,,,11,11,0,left,red
1456,,sort,,,,,171.0,,,,,,,12,12,0,right,blue
1457,,sort,,,,,171.0,,,,,,,13,13,0,right,blue
1458,,sort,,,,,171.0,,,,,,,14,14,0,left,red
1459,,sort,,,,,171.0,,,,,,,15,15,0,right,blue
1460,,sort,,,,,171.0,,,,,,,16,16,0,left,red
1461,,sort,,,,,171.0,,,,,,,17,17,0,right,blue
1462,,sort,,,,,171.0,,,,,,,18,18,0,left,red
1463,,sort,,,,,171.0,,,,,,,19,19,0,left,red
1464,,double,,,,,171.0,,,,,,,1,1,0,left,red
1465,,double,,,,,171.0,,,,,,,2,2,0,right,blue
1466,,double,,,,,171.0,,,,,,,3,3,0,right,blue
1467,,double,,,,,171.0,,,,,,,4,4,0,left,red
1468,,double,,,,,171.0,,,,,,,5,5,0,right,blue
1469,,double,,,,,171.0,,,,,,,6,6,0,left,red
1470,,double,,,,,171.0,,,,,,,7,7,0,right,blue
1471,,double,,,,,171.0,,,,,,,8,8,0,left,red
1472,,double,,,,,171.0,,,,,,,9,9,0,left,red
1473,,double,,,,,171.0,,,,,,,10,10,0,right,blue
1474,,double,,,,,171.0,,,,,,,11,11,0,left,red
1475,,double,,,,,171.0,,,,,,,12,12,0,left,red
1476,,double,,,,,171.0,,,,,,,13,13,0,right,blue
1477,,double,,,,,171.0,,,,,,,14,14,0,left,red
1478,,double,,,,,171.0,,,,,,,15,15,0,right,blue
1479,,double,,,,,171.0,,,,,,,16,16,0,left,red
1480,,double,,,,,171.0,,,,,,,17,17,0,right,blue
1481,,double,,,,,171.0,,,,,,,18,18,0,left,red
1482,,hitch,,,,,171.0,,,,,,,1,1,0,left,red
1483,,hitch,,,,,171.0,,,,,,,2,1,1,left,black
1484,,hitch,,,,,171.0,,,,,,,3,2,0,right,blue
1485,,hitch,,,,,171.0,,,,,,,4,2,1,right,black
1486,,hitch,,,,,171.0,,,,,,,5,3,0,right,blue
1487,,hitch,,,,,171.0,,,,,,,6,3,1,right,black
1488,,hitch,,,,,171.0,,,,,,,7,4,0,left,red
1489,,hitch,,,,,171.0,,,,,,,8,4,1,left,black
1490,,hitch,,,,,171.0,,,,,,,9,5,0,right,blue
1491,,hitch,,,,,171.0,,,,,,,10,5,1,right,black
1492,,hitch,,,,,171.0,,,,,,,11,6,0,left,red
1493,,hitch,,,,,171.0,,,,,,,12,6,1,left,black
1494,,hitch,,,,,171.0,,,,,,,13,7,0,left,red
1495,,hitch,,,,,171.0,,,,,,,14,7,1,left,black
1496,,hitch,,,,,171.0,,,,,,,15,8,0,left,red
1497,,hitch,,,,,171.0,,,,,,,16,8,1,left,black
1498,,hitch,,,,,171.0,,,,,,,17,9,0,right,blue
1499,,hitch,,,,,171.0,,,,,,,18,9,1,right,black
1500,,hitch,,,,,171.0,,,,,,,19,10,0,left,red
1501,,hitch,,,,,171.0,,,,,,,20,10,1,left,black
1502,,hitch,,,,,171.0,,,,,,,21,11,0,left,red
1503,,hitch,,,,,171.0,,,,,,,22,11,1,left,black
1504,,hitch,,,,,171.0,,,,,,,23,12,0,left,red
1505,,hitch,,,,,171.0,,,,,,,24,12,1,left,black
1506,,hitch,,,,,171.0,,,,,,,25,13,0,right,blue
1507,,hitch,,,,,171.0,,,,,,,26,13,1,right,black
1508,,randomsort,,,,,173.0,,,,,,,1,1,0,left,red
1509,,randomsort,,,,,173.0,,,,,,,2,2,0,left,red
1510,,randomsort,,,,,173.0,,,,,,,3,3,0,left,blue
1511,,randomsort,,,,,173.0,,,,,,,4,4,0,right,red
1512,,randomsort,,,,,173.0,,,,,,,5,5,0,left,red
1513,,randomsort,,,,,173.0,,,,,,,6,5,1,left,blue
1514,,randomsort,,,,,173.0,,,,,,,7,6,0,right,blue
1515,,randomsort,,,,,173.0,,,,,,,8,7,0,right,blue
1516,,randomsort,,,,,173.0,,,,,,,9,7,1,right,blue
1517,,randomsort,,,,,173.0,,,,,,,10,7,2,right,blue
1518,,randomsort,,,,,173.0,,,,,,,11,8,0,right,red
1519,,randomsort,,,,,173.0,,,,,,,12,9,0,right,red
1520,,randomsort,,,,,173.0,,,,,,,13,10,0,right,red
1521,,randomsort,,,,,173.0,,,,,,,14,11,0,right,blue
1522,,randomsort,,,,,173.0,,,,,,,15,12,0,right,blue
1523,,sort,,,,,173.0,,,,,,,1,1,0,right,blue
1524,,sort,,,,,173.0,,,,,,,2,2,0,left,red
1525,,sort,,,,,173.0,,,,,,,3,3,0,right,blue
1526,,sort,,,,,173.0,,,,,,,4,4,0,right,blue
1527,,sort,,,,,173.0,,,,,,,5,5,0,left,red
1528,,sort,,,,,173.0,,,,,,,6,6,0,right,blue
1529,,sort,,,,,173.0,,,,,,,7,7,0,right,blue
1530,,sort,,,,,173.0,,,,,,,8,8,0,left,red
1531,,sort,,,,,173.0,,,,,,,9,9,0,left,red
1532,,sort,,,,,173.0,,,,,,,10,10,0,right,blue
1533,,sort,,,,,173.0,,,,,,,11,11,0,right,blue
1534,,sort,,,,,173.0,,,,,,,12,12,0,left,red
1535,,sort,,,,,173.0,,,,,,,13,13,0,right,red
1536,,sort,,,,,173.0,,,,,,,14,14,0,left,blue
1537,,sort,,,,,173.0,,,,,,,15,15,0,left,red
1538,,sort,,,,,173.0,,,,,,,16,16,0,right,blue
1539,,sort,,,,,173.0,,,,,,,17,17,0,left,red
1540,,sort,,,,,173.0,,,,,,,18,18,0,right,blue
1541,,double,,,,,173.0,,,,,,,1,1,0,right,blue
1542,,double,,,,,173.0,,,,,,,2,2,0,left,red
1543,,double,,,,,173.0,,,,,,,3,3,0,left,red
1544,,double,,,,,173.0,,,,,,,4,4,0,right,blue
1545,,double,,,,,173.0,,,,,,,5,5,0,left,red
1546,,double,,,,,173.0,,,,,,,6,6,0,right,blue
1547,,double,,,,,173.0,,,,,,,7,7,0,right,blue
1548,,double,,,,,173.0,,,,,,,8,8,0,left,red
1549,,double,,,,,173.0,,,,,,,9,9,0,left,red
1550,,double,,,,,173.0,,,,,,,10,10,0,left,red
1551,,double,,,,,173.0,,,,,,,11,11,0,right,blue
1552,,double,,,,,173.0,,,,,,,12,12,0,right,blue
1553,,double,,,,,173.0,,,,,,,13,12,1,right,blue
1554,,double,,,,,173.0,,,,,,,14,13,0,right,blue
1555,,double,,,,,173.0,,,,,,,15,13,1,right,blue
1556,,double,,,,,173.0,,,,,,,16,14,0,left,red
1557,,double,,,,,173.0,,,,,,,17,14,1,left,red
1558,,hitch,,,,,173.0,,,,,,,1,1,0,right,blue
1559,,hitch,,,,,173.0,,,,,,,2,1,1,right,black
1560,,hitch,,,,,173.0,,,,,,,3,2,0,left,red
1561,,hitch,,,,,173.0,,,,,,,4,2,1,left,black
1562,,hitch,,,,,173.0,,,,,,,5,3,0,right,blue
1563,,hitch,,,,,173.0,,,,,,,6,3,1,right,black
1564,,hitch,,,,,173.0,,,,,,,7,4,0,left,red
1565,,hitch,,,,,173.0,,,,,,,8,4,1,left,black
1566,,hitch,,,,,173.0,,,,,,,9,5,0,left,blue
1567,,hitch,,,,,173.0,,,,,,,10,5,1,left,black
1568,,hitch,,,,,173.0,,,,,,,11,6,0,left,red
1569,,hitch,,,,,173.0,,,,,,,12,6,1,left,black
1570,,hitch,,,,,173.0,,,,,,,13,7,0,right,red
1571,,hitch,,,,,173.0,,,,,,,14,7,1,right,red
1572,,hitch,,,,,173.0,,,,,,,15,7,2,right,black
1573,,hitch,,,,,173.0,,,,,,,16,8,0,left,blue
1574,,hitch,,,,,173.0,,,,,,,17,8,1,left,black
1575,,hitch,,,,,173.0,,,,,,,18,8,2,left,black
1576,,hitch,,,,,173.0,,,,,,,19,9,0,left,red
1577,,hitch,,,,,173.0,,,,,,,20,9,1,left,black
1578,,hitch,,,,,173.0,,,,,,,21,10,0,left,blue
1579,,hitch,,,,,173.0,,,,,,,22,10,1,left,black
1580,,hitch,,,,,173.0,,,,,,,23,11,0,right,blue
1581,,hitch,,,,,173.0,,,,,,,24,11,1,right,black
1582,,hitch,,,,,173.0,,,,,,,25,12,0,right,red
1583,,hitch,,,,,173.0,,,,,,,26,12,1,right,black
1584,,hitch,,,,,173.0,,,,,,,27,12,2,right,black
1585,,hitch,,,,,173.0,,,,,,,28,12,3,right,black
1586,,hitch,,,,,173.0,,,,,,,29,13,0,left,blue
1587,,hitch,,,,,173.0,,,,,,,30,13,1,left,black
1588,,match,,,,,174.0,,,,,,,1,1,0,1,blue
1589,,match,,,,,174.0,,,,,,,2,3,0,1,red
1590,,match,,,,,174.0,,,,,,,3,4,0,1,black
1591,,match,,,,,174.0,,,,,,,4,5,0,1,black
1592,,match,,,,,174.0,,,,,,,5,6,0,1,red
1593,,match,,,,,174.0,,,,,,,6,6,1,1,red
1594,,match,,,,,174.0,,,,,,,7,6,2,1,black
1595,,sort,,,,,174.0,,,,,,,1,1,0,right,blue
1596,,sort,,,,,174.0,,,,,,,2,2,0,left,red
1597,,sort,,,,,174.0,,,,,,,3,3,0,right,blue
1598,,sort,,,,,174.0,,,,,,,4,4,0,left,red
1599,,sort,,,,,174.0,,,,,,,5,5,0,right,blue
1600,,sort,,,,,174.0,,,,,,,6,6,0,right,blue
1601,,sort,,,,,174.0,,,,,,,7,7,0,left,red
1602,,sort,,,,,174.0,,,,,,,8,8,0,left,red
1603,,sort,,,,,174.0,,,,,,,9,9,0,right,blue
1604,,sort,,,,,174.0,,,,,,,10,10,0,right,blue
1605,,sort,,,,,174.0,,,,,,,11,11,0,right,blue
1606,,sort,,,,,174.0,,,,,,,12,12,0,left,red
1607,,sort,,,,,174.0,,,,,,,13,13,0,right,blue
1608,,sort,,,,,174.0,,,,,,,14,14,0,right,blue
1609,,sort,,,,,174.0,,,,,,,15,15,0,right,blue
1610,,sort,,,,,174.0,,,,,,,16,16,0,left,red
1611,,double,,,,,174.0,,,,,,,1,1,0,left,red
1612,,double,,,,,174.0,,,,,,,2,2,0,right,blue
1613,,double,,,,,174.0,,,,,,,3,3,0,left,red
1614,,double,,,,,174.0,,,,,,,4,3,1,left,red
1615,,double,,,,,174.0,,,,,,,5,4,0,right,blue
1616,,double,,,,,174.0,,,,,,,6,5,0,right,blue
1617,,double,,,,,174.0,,,,,,,7,6,0,left,red
1618,,double,,,,,174.0,,,,,,,8,6,1,left,red
1619,,double,,,,,174.0,,,,,,,9,7,0,left,red
1620,,double,,,,,174.0,,,,,,,10,8,0,right,blue
1621,,double,,,,,174.0,,,,,,,11,9,0,right,blue
1622,,double,,,,,174.0,,,,,,,12,10,0,left,red
1623,,double,,,,,174.0,,,,,,,13,10,1,left,red
1624,,double,,,,,174.0,,,,,,,14,11,0,right,blue
1625,,double,,,,,174.0,,,,,,,15,11,1,right,blue
1626,,double,,,,,174.0,,,,,,,16,12,0,left,red
1627,,double,,,,,174.0,,,,,,,17,12,1,left,red
1628,,double,,,,,174.0,,,,,,,18,13,0,left,red
1629,,double,,,,,174.0,,,,,,,19,13,1,left,red
1630,,hitch,,,,,174.0,,,,,,,1,1,0,left,blue
1631,,hitch,,,,,174.0,,,,,,,2,1,1,left,black
1632,,hitch,,,,,174.0,,,,,,,3,2,0,right,blue
1633,,hitch,,,,,174.0,,,,,,,4,3,0,right,blue
1634,,hitch,,,,,174.0,,,,,,,5,3,1,right,black
1635,,hitch,,,,,174.0,,,,,,,6,4,0,left,red
1636,,hitch,,,,,174.0,,,,,,,7,4,1,left,black
1637,,hitch,,,,,174.0,,,,,,,8,5,0,right,blue
1638,,hitch,,,,,174.0,,,,,,,9,5,1,right,black
1639,,hitch,,,,,174.0,,,,,,,10,6,0,right,blue
1640,,hitch,,,,,174.0,,,,,,,11,6,1,right,black
1641,,hitch,,,,,174.0,,,,,,,12,7,0,right,blue
1642,,hitch,,,,,174.0,,,,,,,13,7,1,right,black
1643,,hitch,,,,,174.0,,,,,,,14,8,0,left,red
1644,,hitch,,,,,174.0,,,,,,,15,8,1,left,black
1645,,hitch,,,,,174.0,,,,,,,16,9,0,left,red
1646,,hitch,,,,,174.0,,,,,,,17,9,1,left,black
1647,,hitch,,,,,174.0,,,,,,,18,10,0,right,blue
1648,,hitch,,,,,174.0,,,,,,,19,10,1,right,black
1649,,hitch,,,,,174.0,,,,,,,20,11,0,left,red
1650,,hitch,,,,,174.0,,,,,,,21,11,1,left,black
1651,,randomsort,,,,,176.0,,,,,,,1,1,0,left,red
1652,,randomsort,,,,,176.0,,,,,,,2,2,0,right,red
1653,,randomsort,,,,,176.0,,,,,,,3,3,0,left,blue
1654,,randomsort,,,,,176.0,,,,,,,4,4,0,right,blue
1655,,randomsort,,,,,176.0,,,,,,,5,5,0,right,blue
1656,,randomsort,,,,,176.0,,,,,,,6,6,0,right,red
1657,,randomsort,,,,,176.0,,,,,,,7,7,0,left,red
1658,,randomsort,,,,,176.0,,,,,,,8,8,0,right,blue
1659,,randomsort,,,,,176.0,,,,,,,9,9,0,right,red
1660,,randomsort,,,,,176.0,,,,,,,10,10,0,right,blue
1661,,sort,,,,,176.0,,,,,,,1,1,0,right,blue
1662,,sort,,,,,176.0,,,,,,,2,2,0,left,red
1663,,sort,,,,,176.0,,,,,,,3,3,0,right,blue
1664,,sort,,,,,176.0,,,,,,,4,4,0,left,red
1665,,sort,,,,,176.0,,,,,,,5,5,0,left,red
1666,,sort,,,,,176.0,,,,,,,6,6,0,left,red
1667,,sort,,,,,176.0,,,,,,,7,7,0,right,blue
1668,,sort,,,,,176.0,,,,,,,8,8,0,right,blue
1669,,sort,,,,,176.0,,,,,,,9,9,0,left,red
1670,,sort,,,,,176.0,,,,,,,10,10,0,right,blue
1671,,sort,,,,,176.0,,,,,,,11,11,0,right,blue
1672,,sort,,,,,176.0,,,,,,,12,12,0,left,red
1673,,sort,,,,,176.0,,,,,,,13,13,0,right,blue
1674,,sort,,,,,176.0,,,,,,,14,14,0,left,red
1675,,sort,,,,,176.0,,,,,,,15,15,0,right,blue
1676,,sort,,,,,176.0,,,,,,,16,16,0,left,red
1677,,sort,,,,,176.0,,,,,,,17,16,1,left,red
1678,,double,,,,,176.0,,,,,,,1,1,0,left,red
1679,,double,,,,,176.0,,,,,,,2,1,1,left,red
1680,,double,,,,,176.0,,,,,,,3,2,0,right,blue
1681,,double,,,,,176.0,,,,,,,4,3,0,left,red
1682,,double,,,,,176.0,,,,,,,5,4,0,right,blue
1683,,double,,,,,176.0,,,,,,,6,5,0,left,red
1684,,double,,,,,176.0,,,,,,,7,6,0,left,red
1685,,double,,,,,176.0,,,,,,,8,7,0,right,blue
1686,,double,,,,,176.0,,,,,,,9,8,0,right,blue
1687,,double,,,,,176.0,,,,,,,10,9,0,left,red
1688,,double,,,,,176.0,,,,,,,11,10,0,right,blue
1689,,double,,,,,176.0,,,,,,,12,10,1,right,blue
1690,,double,,,,,176.0,,,,,,,13,11,0,left,red
1691,,hitch,,,,,176.0,,,,,,,1,1,0,right,black
1692,,hitch,,,,,176.0,,,,,,,2,2,0,left,red
1693,,hitch,,,,,176.0,,,,,,,3,3,0,right,red
1694,,hitch,,,,,176.0,,,,,,,4,3,1,right,black
1695,,hitch,,,,,176.0,,,,,,,5,4,0,right,blue
1696,,hitch,,,,,176.0,,,,,,,6,4,1,right,black
1697,,hitch,,,,,176.0,,,,,,,7,5,0,left,red
1698,,hitch,,,,,176.0,,,,,,,8,6,0,right,black
1699,,hitch,,,,,176.0,,,,,,,9,7,0,right,blue
1700,,hitch,,,,,176.0,,,,,,,10,7,1,right,red
1701,,hitch,,,,,176.0,,,,,,,11,8,0,right,black
1702,,hitch,,,,,176.0,,,,,,,12,9,0,right,blue
1703,,hitch,,,,,176.0,,,,,,,13,10,0,right,blue
1704,,hitch,,,,,176.0,,,,,,,14,10,1,right,black
1705,,sort,,,,,183.0,,,,,,,1,1,0,right,blue
1706,,sort,,,,,183.0,,,,,,,2,2,0,right,blue
1707,,sort,,,,,183.0,,,,,,,3,3,0,right,blue
1708,,sort,,,,,183.0,,,,,,,4,4,0,left,red
1709,,sort,,,,,183.0,,,,,,,5,5,0,left,red
1710,,sort,,,,,183.0,,,,,,,6,6,0,left,red
1711,,sort,,,,,183.0,,,,,,,7,7,0,left,red
1712,,sort,,,,,183.0,,,,,,,8,8,0,left,red
1713,,sort,,,,,183.0,,,,,,,9,9,0,left,red
1714,,sort,,,,,183.0,,,,,,,10,10,0,left,red
1715,,sort,,,,,183.0,,,,,,,11,11,0,left,red
1716,,double,,,,,183.0,,,,,,,1,1,0,left,red
1717,,double,,,,,183.0,,,,,,,2,2,0,left,red
1718,,double,,,,,183.0,,,,,,,3,3,0,left,red
1719,,double,,,,,183.0,,,,,,,4,3,1,left,red
1720,,double,,,,,183.0,,,,,,,5,4,0,left,red
1721,,double,,,,,183.0,,,,,,,6,4,1,left,red
1722,,double,,,,,183.0,,,,,,,7,5,0,left,red
1723,,double,,,,,183.0,,,,,,,8,5,1,left,red
1724,,double,,,,,183.0,,,,,,,9,6,0,left,red
1725,,double,,,,,183.0,,,,,,,10,6,1,left,red
1726,,double,,,,,183.0,,,,,,,11,7,0,left,red
1727,,double,,,,,183.0,,,,,,,12,7,1,left,red
1728,,hitch,,,,,183.0,,,,,,,1,1,0,left,blue
1729,,hitch,,,,,183.0,,,,,,,2,2,0,left,red
1730,,hitch,,,,,183.0,,,,,,,3,3,0,left,red
1731,,hitch,,,,,183.0,,,,,,,4,4,0,left,red
1732,,hitch,,,,,183.0,,,,,,,5,5,0,left,red
1733,,hitch,,,,,183.0,,,,,,,6,6,0,left,red
1734,,hitch,,,,,183.0,,,,,,,7,7,0,left,red
1735,,hitch,,,,,183.0,,,,,,,8,8,0,left,red
1736,,hitch,,,,,183.0,,,,,,,9,8,1,left,red
1737,,hitch,,,,,183.0,,,,,,,10,8,2,left,red
1738,,hitch,,,,,183.0,,,,,,,11,9,0,left,red
1739,,hitch,,,,,183.0,,,,,,,12,9,1,left,red
1740,,hitch,,,,,183.0,,,,,,,13,9,2,left,red
